State	Organization	URL	Status	Title	Meta_Description	H1	Word_Count	Nav_Links	Donate_Link	Newsletter_Link
Wisconsin	Mississippi Valley Conservancy	https://mississippivalleyconservancy.org/	OK	Conservation for life | Mississippi Valley Conservancy		Conservation for life	760.0	Things You Can Do Today, Menu, Contact, Our Staff, Climate Resources, Nature Preserves, Trail Trek Challenge, Photo Gallery, Include us in your will, Ways to Give, Volunteer, History, Land for Sale, Resources, Policies, Habitat Restoration, Climate Impact, Employment & Internships, Donate, Our Board, Publications, Events Calendar, Donate a conservation easement, Newsroom, Donate stock, Climate Change, Driftless Area BioBlitz, Speak Out, Our Partners, What You Can Do, Doing More, Become a Site Steward, Land Protection, Conservation Easements, About Us, Sign up for our newsletter, Service Area Map, Our Sponsors, Login, Organizational Documents, Make a donation, Get Involved, Videos, Events & Programs, Give from your IRA, Donate real estate, Accreditation, Wild Reads, Linked to the Land, Become a Member, What We Are Doing, Store, Protecting Bird Habitat	True	False
Wisconsin	Northwoods Land Trust	https://northwoodslandtrust.org/	OK	Northwoods Land Trust		Leaving a Legacy of Land for the Northwoods | Protecting our woods, waters & wildlife | Things to Know | Major Initiatives | Support NWLT | Take Action to Protect Your Land Today	950.0	FAQs, Climate Conservation Solutions Initiative, Contact Us, Our Publications, Shop, Site Map, Our Service & Focus Areas, Support NWLT, Conserved Lands, Our History, Northwoods Legacy Society, News & Events, Publications Archive, Protect Your Land, About Us, Old-Growth Forest Initiative, Shoreland Protection Initiative, Donate	False	True
Wisconsin	Ozaukee Washington Land Trust	https://owlt.org/	OK	Restoring Lands: A Wisconsin Land Trust	The mission of Restoring Lands is to protect, connect, and restore southeast Wisconsin's lands and waters for the benefit of all.	Want to have an event on a Restoring Lands Nature Preserve? Click here!	361.0	IN THE NEWS, COMMUNITY SCIENCE, PRINT NEWSLETTERS, EVENTS, STORE, EMPLOYMENT OPPORTUNITIES, ANNUAL REPORTS, APPLICATIONS & PROPOSALS, RECREATION, WATER RECREATION, HUNTING, DIGITAL eNEWS, VOLUNTEER, ABOUT, HIKING, BETTER TOGETHER: A WATERSHED MOMENT, BIRD WATCHING, SUPPORT, PRESERVES, STAFF, PROTECT YOUR PROPERTY, BOARD & COMMITTEE APPLICATION, BOAT RACK RENTAL, GET INVOLVED, HOME, FISHING, CALENDAR OF EVENTS, DONATE, BOARD, NEWS	True	True
Wisconsin	Tall Pines Conservancy	https://tallpinesconservancy.org/	OK	Home			293.0		True	False
Wisconsin	The Ridges Sanctuary	https://ridgessanctuary.org/	OK	The Ridges Sanctuary – Preservation, Education, and Research - The Ridges Sanctuary		More than a walk in the woods	521.0	Contact, Join, Board, All Events, About, Maps, Volunteer, Properties, Indigenous Heritage, Membership, Staff, History, Donate, Summer Camps, Explore, Education, Mission, Vision, Guiding Principles, Free Fridays, We're Going Solar! Click here to learn more and how you can help!, Our Focus, Careers, Festival Of Nature, Research, Donors, Hike the Ridges, Accessibility, Events & Programs, Event Calendar, Financials, Blog, Master Plan, Trail Pass, The Ridges Sanctuary, Preservation, Hours + Policies	True	False
Wisconsin	Kettle Moraine Land Trust	https://kmlandtrust.org/	OK	Kettle Moraine Land Trust – Serving the southern Kettle Moraine lakes area in Walworth County, Wisconsin			366.0		True	True
Wisconsin	Glacial Lakes Conservancy	https://www.glaciallakes.org/	OK	Home	Glacial Lakes Conservancy, Inc. is a private, non-profit land conservation organization, prompting a deep concern for the future of our region’s lands and waters.		680.0		True	True
Wyoming	Jackson Hole Land Trust	https://jhlandtrust.org/	OK	Jackson Hole Land Trust | Protecting Land. Connecting People	Our mission is to protect and steward Northwest Wyoming landscapes for current and future generations.	Protecting Land. Connecting People.	469.0	Where We Work, What We Do, Mail a Check, Donor-Advised Funds, Ways To Give, Green River Valley, Tax-Smart Gifts, Wire Transfers, Protect, R Park, Attend an Event, Cryptocurrency, Volunteer, Donate Now, See Our Calendar, Landowner Request Form, Jackson Hole, Steward, Planned Giving, Appreciated Stock, Wind River, Conservation Strategies, Publications, Make a Gift Online, Support Park County Open Lands, Park County Open Lands, Open Spaces for All, Careers, About Us, Connect, Landowner Resource Hub, Greenspace on the Block, Contact Us, The Latest	True	False
Wyoming	Johnson County Land Trust	https://johnsoncountylandtrust.org/	"Error: HTTPSConnectionPool(host='johnsoncountylandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c41f90>: Failed to resolve 'johnsoncountylandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Wyoming	Monteith Ranch Land Trust	https://monteithranchlandtrust.org/	"Error: HTTPSConnectionPool(host='monteithranchlandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c40690>: Failed to resolve 'monteithranchlandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Wyoming	Rattlesnake Hills Land Trust	https://rattlesnakehillslandtrust.org/	"Error: HTTPSConnectionPool(host='rattlesnakehillslandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c425d0>: Failed to resolve 'rattlesnakehillslandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Wyoming	The Nature Conservancy of Wyoming	https://www.nature.org/en-us/about-us/where-we-work/united-states/wyoming/	OK	The Nature Conservancy in Wyoming	Learn about how The Nature Conservancy is approaching conservation challenges and opportunities throughout Wyoming.	Wyoming	950.0	Español, Our People, How We Work, Where We Work, Caribbean, Europe, Other Ways to Give, Asia Pacific, What We Do, Our Science, India, Volunteer, Our Priorities, Attend Events, Membership & Giving, Africa, Skip to content, Give Monthly, Calculate Your Carbon Footprint, Our Insights, Renew, Donate, Who We Are, Protect Ocean, Land & Fresh Water, Data & Tools, Provide Food and Water, Reports, English, Tackle Climate Change, Explore the Places We Protect, Show search, Our History, Gift & Estate Planning, About Us, Latin America, Go Back, Perspectives, Get Involved, Take Action, How To Help, Educational Resources, Canada, United States, Become a Member, Our Accountability	True	True
