State	Organization	URL	Status	Title	MetaDescription	H1s	PrimaryNavCTAs	DonateURL	VolunteerURL	LandownerURL	EmailCapture	Socials	CMSHints	AnalyticsHints	Facebook	Instagram	YouTube	LinkedIn
Massachusetts	Sudbury Valley Trustees	https://www.svtweb.org	200	Homepage | Sudbury Valley Trustees	Sudbury Valley Trustees works to protect natural areas and farmland for wildlife and people in the 36 communities that surround the Sudbury, Assabet, and Concord Rivers.	Healthy Land - Strong Communities	|About SVT|About SVT|Contact SVT Staff|Board of Directors|SVT Strategic Plan|Job & Volunteer Opportunities|Our Work|Land Protection|Stewardship	https://www.svtweb.org/support%20svt	https://www.svtweb.org/about-svt/job-volunteer-opportunities	https://www.svtweb.org/land-protection	No	"{""facebook"": ""https://www.facebook.com/pages/Sudbury-Valley-Trustees/96339149067"", ""instagram"": ""https://instagram.com/sudbury_valley_trustees/"", ""youtube"": ""https://www.youtube.com/user/SVTSightings""}"	Drupal	Google Analytics/Tag Manager	https://www.facebook.com/pages/Sudbury-Valley-Trustees/96339149067	https://instagram.com/sudbury_valley_trustees/	https://www.youtube.com/user/SVTSightings	
Massachusetts	The Trustees of Reservations	https://thetrustees.org	200	The Trustees of Reservations - People. Places. Perpetuity.	Preserving exceptional places. The Trustees of Reservations is here to protect and share the Massachusetts places people love.	Preservingexceptionalplaces.	|About Us|Leadership|Strategic Plan|Diversity|Work For Us|Plan Your Visit|Places To Go|Programs & Events|Exhibitions	https://give.thetrustees.org/give/508795/#!/donation/checkout?c_src=theweb	https://volunteer.thetrustees.org/		Yes	"{""instagram"": ""https://www.instagram.com/thetrustees/ "", ""tiktok"": ""https://www.tiktok.com/@thetrustees "", ""youtube"": ""https://www.youtube.com/@TheTrustees "", ""facebook"": ""https://www.facebook.com/thetrustees ""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/thetrustees 	https://www.instagram.com/thetrustees/ 	https://www.youtube.com/@TheTrustees 	
Massachusetts	Wareham Land Trust	https://warehamlandtrust.org	200	Wareham Land Trust – Uniting to preserve our diverse lands and natural resources		Welcome to the Wareham Land Trust.	Home|About|About Us|Our Team|The Land|Properties|Recent Acquisitions|Projects|River Walk|North Water St. – Beach Resiliency	https://warehamlandtrust.org/ways-to-give/donate/#donate-now	https://warehamlandtrust.org/ways-to-give/volunteer/		Yes	"{""facebook"": ""https://www.facebook.com/warehamlandtrust/"", ""instagram"": ""https://www.instagram.com/warehamlandtrust/"", ""youtube"": ""https://www.youtube.com/channel/UCzEkVF4b6Fz1Gd8Hq6SAcqA""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/warehamlandtrust/	https://www.instagram.com/warehamlandtrust/	https://www.youtube.com/channel/UCzEkVF4b6Fz1Gd8Hq6SAcqA	
Michigan	Chikaming Open Lands	https://chikamingopenlands.org	200	Chikaming Open Lands	 - 	Make a Gift!|Chikaming Open Lands is the local land conservancy dedicated to preserving the open spaces and natural rural character of southwest Berrien County.		https://chikamingopenlands.networkforgood.com/projects/121795-support-conservation-in-our-community	https://www.chikamingopenlands.org/volunteer	https://www.chikamingopenlands.org/preserving-land/how-to-protect-your-land	No	"{""youtube"": ""https://www.youtube.com/channel/UCANWsNmtTCh8bHproUHqUDw"", ""facebook"": ""https://www.facebook.com/ChikamingOpenLands"", ""instagram"": ""https://www.instagram.com/chikamingopenlands""}"		Google Analytics/Tag Manager	https://www.facebook.com/ChikamingOpenLands	https://www.instagram.com/chikamingopenlands	https://www.youtube.com/channel/UCANWsNmtTCh8bHproUHqUDw	
Michigan	Chippewa Watershed Conservancy	https://cwc-mi.org/	200	Chippewa Watershed Conservancy – Protecting natural habitat and open space in the counties of the Chippewa River watershed	Protecting natural habitat and open space in the counties of the Chippewa River watershed		Home|About Us|Mission + Vision + Values|Board + Staff|Internships|Current Business & Organization Sponsors|In Your Words|Frequently Asked Questions|Contact Us|Recreation	https://cwc-mi.org/donate-your-land-2/	https://cwc-mi.org/volunteer-sign-up/	https://cwc-mi.org/sample-page-4/	No	"{""facebook"": ""https://www.facebook.com/ChippewaWatershedConservancy"", ""youtube"": ""https://www.youtube.com/channel/UC4F66zFYr4tmNEG3fo92elg/videos"", ""instagram"": ""https://www.instagram.com/cwc_mi/""}"	WordPress		https://www.facebook.com/ChippewaWatershedConservancy	https://www.instagram.com/cwc_mi/	https://www.youtube.com/channel/UC4F66zFYr4tmNEG3fo92elg/videos	
Michigan	Grand Traverse Regional Land Conservancy	https://www.gtrlc.org	200	Home - Grand Traverse Regional Land Conservancy : Grand Traverse Regional Land Conservancy			About|About GTRLC|Our Mission & Values|Staff|Our Board|Past Major Campaigns|Shop our Gear|Position Openings|Financial Statements|FAQ	https://www.gtrlc.org/about/support-the-work-of-the-conservancy/	https://www.gtrlc.org/volunteer/	https://www.gtrlc.org/land-protection-stewardship/land-protection-overview/	No	"{""youtube"": ""https://www.youtube.com/user/protectlandforever"", ""facebook"": ""https://www.facebook.com/GTRLC"", ""instagram"": ""https://www.instagram.com/gtrlc/?hl=en""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/GTRLC	https://www.instagram.com/gtrlc/?hl=en	https://www.youtube.com/user/protectlandforever	
Michigan	Keweenaw Land Trust	https://keweenawlandtrust.org/	200	Home | Keweenaw Land Trust	Summary text here.	Stewardship work on our protected lands|Through nature we connect to ourselves|Protecting the places you love to hike		https://keweenawlandtrust.org/donate	https://keweenawlandtrust.org/volunteer	https://keweenawlandtrust.org/protect-your-land	No	"{""facebook"": ""https://www.facebook.com/KeweenawLandTrust/"", ""linkedin"": ""https://www.linkedin.com/company/keweenaw-land-trust""}"	Drupal	Google Analytics/Tag Manager	https://www.facebook.com/KeweenawLandTrust/			https://www.linkedin.com/company/keweenaw-land-trust
Michigan	Land Conservancy of West Michigan	https://naturenearby.org	200	Home - Land Conservancy of West Michigan			Home|Explore|Land Protection|Conservation Easements|Community Conservation|Land Stewardship|Projects|Wildflower Guide|Photo Monitoring|Project Case Studies	https://naturenearby.org/get-involved/donate/	https://naturenearby.org/get-involved/volunteer/	https://naturenearby.org/land-protection/	No	"{""facebook"": ""https://www.facebook.com/landconservancy/"", ""twitter"": ""https://twitter.com/landconservancy/"", ""instagram"": ""https://www.instagram.com/naturenearby/"", ""youtube"": ""https://www.youtube.com/user/landconservancy/"", ""cdninstagram"": ""https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/528364060_18474273031074632_2856269329014780878_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=vshiEwllFS0Q7kNvwFR-nhK&_nc_oc=Adn09hEdAZ-011jiBUtid4rRTc7ULYRSv-7ke9UP12jbefzEotkvdw_AwD7r2g2EtyA&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=Q6pom4d4Jqpx5CtzUixSKQ&oh=00_AfZBeZeBcHfDyKz-cslEX_XHdVrlcu853XnDLr9vROND5w&oe=68C63A1A""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/landconservancy/	https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/528364060_18474273031074632_2856269329014780878_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=vshiEwllFS0Q7kNvwFR-nhK&_nc_oc=Adn09hEdAZ-011jiBUtid4rRTc7ULYRSv-7ke9UP12jbefzEotkvdw_AwD7r2g2EtyA&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=Q6pom4d4Jqpx5CtzUixSKQ&oh=00_AfZBeZeBcHfDyKz-cslEX_XHdVrlcu853XnDLr9vROND5w&oe=68C63A1A	https://www.youtube.com/user/landconservancy/	
Michigan	Leelanau Conservancy	https://leelanauconservancy.org	200	Home - The Leelanau Conservancy	The Leelanau Conservancy: conserving the land, water and scenic character of the Leelanau County.	There's no place likeLeelanau.	Facebook|YouTube|Instagram	https://leelanauconservancy.org/donate	https://leelanauconservancy.org/support-leelanau/volunteer/	https://leelanauconservancy.org/our-work/land-protection-and-stewardship/protect-your-land/	No	"{""facebook"": ""https://www.facebook.com/LeelanauConservancy"", ""youtube"": ""https://www.youtube.com/user/LeelanauConservancy/videos"", ""instagram"": ""https://www.instagram.com/leelanauconservancy/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/LeelanauConservancy	https://www.instagram.com/leelanauconservancy/	https://www.youtube.com/user/LeelanauConservancy/videos	
Michigan	Legacy Land Conservancy	https://legacylandconservancy.org	200	Home - Legacy Land Conservancy | Ann Arbor, MI		|Menu	Skip to content|About|Mission and History|Gallery|Staff|Trustees|Financial Information|Careers|Partners|News	https://legacylandconservancy.org/donate/	https://legacylandconservancy.org/volunteer/	https://legacylandconservancy.org/protect-your-land/	No	"{""facebook"": ""https://www.facebook.com/legacylandconservancy?ref=hl"", ""twitter"": ""https://twitter.com/Legacy_Land/"", ""instagram"": ""https://instagram.com/legacylandconservancy"", ""youtube"": ""https://www.youtube.com/channel/UCBVN7eNG9AzGLKqsFPzXNeg""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/legacylandconservancy?ref=hl	https://instagram.com/legacylandconservancy	https://www.youtube.com/channel/UCBVN7eNG9AzGLKqsFPzXNeg	
Michigan	Little Forks Conservancy	https://www.littleforks.org/	200	Home	Permanently protecting and improving the natural environments of mid-Michigan			https://www.littleforks.org/donate.html	https://www.littleforks.org/volunteer.html	https://www.littleforks.org/land-protection.html	No	"{""facebook"": ""https://www.facebook.com/LittleForksConservancy/"", ""twitter"": ""https://twitter.com/littleforks"", ""instagram"": ""https://www.instagram.com/little.forks/"", ""youtube"": ""https://www.youtube.com/channel/UC73UL9NYhfGVyMY5sNVabwA""}"			https://www.facebook.com/LittleForksConservancy/	https://www.instagram.com/little.forks/	https://www.youtube.com/channel/UC73UL9NYhfGVyMY5sNVabwA	
Michigan	Michigan Nature Association	https://michigannature.org	200	Michigan Nature Association	The Michigan Nature Association is a nonprofit conservation organization working		Home|About Us|Our History|Our Mission|Staff|Board of Trustees|Work With Us|Contact Us|Calendar|MNA Sanctuaries	https://michigannature.org/donations.html	https://michigannature.org/menus/volunteer.html		No	"{""facebook"": ""http://www.facebook.com/michigannature"", ""twitter"": ""http://www.twitter.com/michigannature"", ""instagram"": ""http://instagram.com/michigannature"", ""youtube"": ""http://youtube.com/michigannature""}"			http://www.facebook.com/michigannature	http://instagram.com/michigannature	http://youtube.com/michigannature	
Michigan	North Oakland Headwaters Land Conservancy	https://www.blueheronheadwaters.org/	200	Blue Heron Headwaters Conservancy | Nature Worth Preserving | 7150 Dixie Highway suite 2, Clarkston, MI 48346, USA	"Blue Heron Headwaters Conservancy preserves the land at the very beginning of four river systems in Southeast Michigan. We save over 1550 acres for wildlife and visitors for today and future generations. ""Nature Worth Preserving"" is our motto. "	See full schedule of events|“How wonderful it is that nobody need wait a single moment before starting to improve the world.”–Anne Frank	Home|About Us|Board|Staff|Contact|Reports|Land Protection|Conservation Partners|Sponsors|Special Projects	https://donorbox.org/donate-nature-worth-preserving?default_interval=o	https://www.blueheronheadwaters.org/volunteer	https://www.blueheronheadwaters.org/land-protection	No	"{""facebook"": ""https://www.facebook.com/BlueHeronHeadwaters"", ""instagram"": ""https://www.instagram.com/blueheronhead"", ""youtube"": ""https://www.youtube.com/channel/UCQLcyZbuRJeuoEHhXFUSjkw""}"			https://www.facebook.com/BlueHeronHeadwaters	https://www.instagram.com/blueheronhead	https://www.youtube.com/channel/UCQLcyZbuRJeuoEHhXFUSjkw	
Michigan	Saginaw Basin Land Conservancy	https://www.sblc-mi.org	200	Saginaw Basin Land Conservancy			Home|About Us|Nature Preserves|Projects|Tree Donation Program - Taking Root|Pollinator Project|Niagara Woods|Better Branches|Saginaw Bay Coastal Wildlands|Where The River Meets The Bay	https://www.sblc-mi.org/takingroot		https://www.sblc-mi.org/protect-your-land-forever	No	"{""facebook"": ""https://www.facebook.com/saginawland/"", ""instagram"": ""https://www.instagram.com/saginaw_basin_land_conservancy/"", ""youtube"": ""https://www.youtube.com/@Saginawland""}"	Squarespace		https://www.facebook.com/saginawland/	https://www.instagram.com/saginaw_basin_land_conservancy/	https://www.youtube.com/@Saginawland	
Michigan	Six Rivers Land Conservancy	https://www.sixriversrlc.org/	200	Six Rivers Land Conservancy	"Protecting the Nature Near You in Oakland, Macomb, Genesee, Lapeer, and St. 
Clair Counties in Michigan."	|Our mission is toconserve, sustain, and connect natural areas, lands, and waters that make the places we live special.	Home|Donate Now|What We Do|Protected Land|Conservancy History|Board & Staff|Job Postings|2025 Summer Newsletter & Annual Report|Accreditation|365 Donor Circle	https://sixriverslandconservancy-bloom.kindful.com	https://www.sixriversrlc.org/volunteer		No	"{""twitter"": ""https://twitter.com/SixRivers"", ""facebook"": ""https://www.facebook.com/Six-Rivers-Land-Conservancy-47870716660/"", ""youtube"": ""https://www.youtube.com/channel/UCKNE1_9PoDq_KcSJACj8LGA/"", ""instagram"": ""http://instagram.com/sixriverslandconservancy"", ""linkedin"": ""https://www.linkedin.com/company/six-rivers-land-conservancy/""}"	Squarespace		https://www.facebook.com/Six-Rivers-Land-Conservancy-47870716660/	http://instagram.com/sixriverslandconservancy	https://www.youtube.com/channel/UCKNE1_9PoDq_KcSJACj8LGA/	https://www.linkedin.com/company/six-rivers-land-conservancy/
Michigan	Southwest Michigan Land Conservancy	https://swmlc.org	200	SWMLC | Protecting nature in southwest Michigan.	Protecting nature in southwest Michigan.	Southwest Michigan Land Conservancy|Southwest Michigan Land Conservancy|Southwest Michigan Land Conservancy	Home|Preserves|Public Nature Preserves|LaGrange Valley Wetlands|Porter Legacy Dunes is Protected Forever!|News & Activities|News|Events & Activities|HOP!|Read Our Newsletter	https://app.etapestry.com/onlineforms/SouthwestMichiganLandConser/Membership.html	https://swmlc.org	https://swmlc.org	No	"{""facebook"": ""https://www.facebook.com/people/Southwest-Michigan-Land-Conservancy/100066287876111/"", ""instagram"": ""https://www.instagram.com/swmlc/"", ""youtube"": ""https://www.youtube.com/channel/UC1CUkXeWfhF13ZR2dpkldmA""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/people/Southwest-Michigan-Land-Conservancy/100066287876111/	https://www.instagram.com/swmlc/	https://www.youtube.com/channel/UC1CUkXeWfhF13ZR2dpkldmA	
Michigan	Upper Peninsula Land Conservancy	https://utc.org/	200	UTC | Global Trade Association Serving Critical Infrastructure Providers	The Utilities Technology Council (UTC) is a global trade association dedicated to serving critical infrastructure providers.		Events & Education|Annual Conference|Upcoming Events|Webinars|Calendar of Events|Professional Development Hours|Public Policy Issues|Spectrum|Utility Broadband Deployment|Pole Attachments				Yes	"{""instagram"": ""https://www.instagram.com/utilitiestechcouncil/"", ""facebook"": ""https://www.facebook.com/utilities.technology.council"", ""linkedin"": ""https://www.linkedin.com/company/utilities-technology-council/"", ""youtube"": ""https://www.youtube.com/channel/UC3uTUjzc8uTEhPJIiuCW3yw"", ""lizsex"": ""https://www.lizsex.com""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/utilities.technology.council	https://www.instagram.com/utilitiestechcouncil/	https://www.youtube.com/channel/UC3uTUjzc8uTEhPJIiuCW3yw	https://www.linkedin.com/company/utilities-technology-council/
Minnesota	Minnesota Land Trust	https://mnland.org	200	Minnesota Land Trust | Conservation Non-Profit + Environmental Protection	The Minnesota land trust is a state-wide environmental protection and conservation non-profit organization that preserves private lands with conservation easements and works with community partners to restore native habitats	Homepage	Protect Your Land|Land Protection Options|Is a Conservation Easement Right for You?|Grant Programs for Minnesota Landowners|Get Started!|Conservation Easement FAQ|Our Work|Protecting Land & Water|Stewarding Protected Properties|Restoring Habitat	https://mnland.org/get-involved/give/	https://mnland.org/get-involved/give/volunteer/	https://mnland.org	No	"{""instagram"": ""https://www.instagram.com/mnlandtrust/"", ""facebook"": ""https://www.facebook.com/MinnesotaLandTrust"", ""linkedin"": ""https://www.linkedin.com/company/minnesota-land-trust/"", ""youtube"": ""https://www.youtube.com/@mnlandtrust""}"	WordPress	Google Analytics/Tag Manager|Hotjar	https://www.facebook.com/MinnesotaLandTrust	https://www.instagram.com/mnlandtrust/	https://www.youtube.com/@mnlandtrust	https://www.linkedin.com/company/minnesota-land-trust/
Minnesota	Northern Waters Land Trust	https://northernwaterslandtrust.org	200	Northern Water Land Trust - Preserving Land to Protect Our Water	Conservation in Action: Stories of Impact and Legacy Support the Next Conservation Story, Donate Today What is a Land Trust & What do They Do? Land Trusts are non-profit organizations that protect wildlife habitat, lakes and rivers, and other natural landscapes to benefit people and the environment. By partnering with landowners, government agencies, and communities,…	Conservation in Action: Stories of Impact and Legacy|Northern Waters Land Trust|Why Conservation Matters	Why Conservation Matters|Conservation Programs|Clean Water Critical Habitat|Lakes of Biological Significance|Past Projects|Land Protection Options|Land Protection Stories|Land Sale/Donation|Conservation Easements|Fee for Service	https://northernwaterslandtrust.networkforgood.com/projects/128472-general-giving	https://northernwaterslandtrust.org/volunteer/	https://northernwaterslandtrust.org/stories/	No	{}	WordPress	Google Analytics/Tag Manager				
Mississippi	Land Trust for the Mississippi Coastal Plain	https://ltmcp.org	200	LTMCP			2025 Annual Meeting|Who We Are|What We Do|We Protect Land|We Improve Habitats|We Get You Outside|We Offer Community Grants|We Plant Memorial Trees|National Accreditation|Get Involved	https://ltmcp.org/donate			No	"{""facebook"": ""https://www.facebook.com/LandTrustMSCoastalPlain"", ""instagram"": ""https://www.instagram.com/landtrustms/"", ""linkedin"": ""http://www.linkedin.com/in/land-trust-ltmcp""}"	Squarespace		https://www.facebook.com/LandTrustMSCoastalPlain	https://www.instagram.com/landtrustms/		http://www.linkedin.com/in/land-trust-ltmcp
Missouri	Ozark Regional Land Trust	https://ozarklandtrust.org/	200	Missouri & Arkansas Land Trust | Ozark Land Trust	Ozark Regional Land Trust's mission is to help landowners preserve and protect the nature, history, and heritage of the Ozarks forever		Home|About OLT|OLT Staff|OLT Board|Publications|Accreditation|Protected Lands|Conservation Easements|OLT Conservation Lands|Map of OLT Projects	https://ozarklandtrust.org/donate		https://ozarklandtrust.org/conservation-options/	Yes	"{""twitter"": ""https://www.twitter.com/@OzarkLandTrust"", ""facebook"": ""https://www.facebook.com/OzarkLandTrust/"", ""instagram"": ""https://www.instagram.com/ozarklandtrust/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/OzarkLandTrust/	https://www.instagram.com/ozarklandtrust/		
Montana	Bitter Root Land Trust	https://bitterrootlandtrust.org/	200	Bitter Root Land Trust - Water, Wildlife & Working Lands		We Are Hiring!		https://bitterrootlandtrust.org/ways-to-give/	https://bitterrootlandtrust.org/volunteer/		Yes	"{""instagram"": ""https://www.instagram.com/bitterrootlandtrust/"", ""facebook"": ""https://www.facebook.com/bitter.root.land.trust/"", ""youtube"": ""https://www.youtube.com/channel/UCDg3bt71_NHGE7Frurp5_qg/featured?view_as=subscriber""}"	WordPress	Google Analytics/Tag Manager|Hotjar	https://www.facebook.com/bitter.root.land.trust/	https://www.instagram.com/bitterrootlandtrust/	https://www.youtube.com/channel/UCDg3bt71_NHGE7Frurp5_qg/featured?view_as=subscriber	
Montana	Five Valleys Land Trust	https://www.fvlt.org	200	Five Valleys Land Trust	Protecting western Montana's natural legacy for the next generation.	Support the Lands You Love This Summer	Our Story|Board & Staff|Job Opportunities|Contact Us|Transparency|Conserved Lands|Newsletter Signup|Volunteer|Events|Easements	https://www.fvlt.org/donations#Give-Now	https://www.fvlt.org/volunteering		Yes	"{""facebook"": ""https://www.facebook.com/FiveValleysLandTrust/"", ""twitter"": ""https://twitter.com/FVLT_Montana"", ""instagram"": ""https://www.instagram.com/fivevalleyslandtrust/""}"	Webflow	Google Analytics/Tag Manager	https://www.facebook.com/FiveValleysLandTrust/	https://www.instagram.com/fivevalleyslandtrust/		
Montana	Flathead Land Trust	https://www.flatheadlandtrust.org	200	Home - Flathead Land Trust	We partner with landowners, agencies, and the community to craft effective land conservation strategies, safeguarding northwest Montana’s irreplaceable beauty, clean water, abundant bird, fish and wildlife habitat, and cherished open […]	Flathead Land Trust|OurMission:	|Facebook|Instagram||Home|About|Our Story|Board, Staff & Partners|Business Partners|Vision & Principles	https://www.flatheadlandtrust.org/become-a-member/			Yes	"{""facebook"": ""https://www.facebook.com/flatheadlandtrust"", ""instagram"": ""https://www.instagram.com/flatheadlandtrust/"", ""youtube"": ""https://www.youtube.com/@flatheadlandtrust1297""}"	WordPress		https://www.facebook.com/flatheadlandtrust	https://www.instagram.com/flatheadlandtrust/	https://www.youtube.com/@flatheadlandtrust1297	
Montana	Gallatin Valley Land Trust	https://www.gvlt.org/	200	Gallatin Valley Land Trust	"Protecting open spaces and creating trails, Gallatin Valley Land Trust 
works to conserve natural areas and develop recreational trails, preserving 
the beauty and quality of life in the Gallatin Valley."	WELCOME	Who We Are|What We Do|Get Involved|News	https://www.gvlt.org/support/give/			Yes	"{""facebook"": ""https://www.facebook.com/gallatinvalleylandtrust"", ""instagram"": ""https://www.instagram.com/gvlt"", ""youtube"": ""https://www.youtube.com/@gallatinvalleylandtrust4095""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/gallatinvalleylandtrust	https://www.instagram.com/gvlt	https://www.youtube.com/@gallatinvalleylandtrust4095	
Montana	Montana Land Reliance	https://mtlandreliance.org	200	Montana Land Reliance		Subscribe to the MLR Newsletter		https://mtlandreliance.org/donate/			No	"{""facebook"": ""https://www.facebook.com/themontanalandreliance"", ""instagram"": ""https://instagram.com/MTlandreliance""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/themontanalandreliance	https://instagram.com/MTlandreliance		
Montana	Prickly Pear Land Trust	https://pricklypearlt.org	200	Home | Prickly Pear Land Trust | Helena Parks & Trails	Discover Helena's beautiful parks and trails that are managed and conserved by the team at Prickly Pear Land Trust.	connecting Land and People	ABOUT|Mission|Impact|Staff|Board|Jobs|PROJECTS|Land and Water|Parks and Trails|Education	https://give.pricklypearlt.org/donate/pplt-2025	https://pplt.vomo.org/org/pplt		No	"{""facebook"": ""https://www.facebook.com/PricklyPearLandTrust/"", ""youtube"": ""https://www.youtube.com/@pricklypearlandtrust"", ""instagram"": ""https://www.instagram.com/pricklypearlandtrust/%20""}"	Shopify|WordPress	Google Analytics/Tag Manager	https://www.facebook.com/PricklyPearLandTrust/	https://www.instagram.com/pricklypearlandtrust/%20	https://www.youtube.com/@pricklypearlandtrust	
Montana	Vital Ground Foundation	https://www.vitalground.org	200	Vital Ground - Grizzly bear conservation and protection	The Vital Ground Foundation is a nonprofit land trust that conserves habitat for grizzly bears and other wildlife in the northern Rocky Mountains. Based in Missoula, Montana, we also support community programs across grizzly country that prevent conflicts between bears and humans.		About|The Grizzly|Projects|Partners|News|Shop|Legacy|	https://www.vitalground.org/how-you-can-help/			Yes	"{""youtube"": ""https://www.youtube.com/user/ForTheGrizzly"", ""instagram"": ""https://www.instagram.com/vital_ground/"", ""facebook"": ""https://www.facebook.com/vitalground"", ""twitter"": ""https://twitter.com/vitalground""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/vitalground	https://www.instagram.com/vital_ground/	https://www.youtube.com/user/ForTheGrizzly	
Nebraska	Nebraska Land Trust	https://nebraskalandtrust.org	FetchError:ERROR: Cannot connect to host nebraskalandtrust.org:443 ssl:default [nodename nor servname provided, or not known]															
Nevada	Nevada Land Trust	https://www.nevadalandtrust.org/	200	Home | Nevada Land Trust	As Nevadans, it’s too easy to take for granted our access to spectacular wildlands and wildlife. But the special places we cherish are at risk. In collaboration with landowners, non-profits, government agencies, advocacy groups and passionate individuals like you, Nevada Land Trust works to protect, preserve and enhance Nevada’s wild land, water and wildlife. Join us.	Home	|||DONATE	https://www.nevadalandtrust.org/donate	https://www.nevadalandtrust.org/volunteer	https://www.nevadalandtrust.org/landowners	Yes	"{""facebook"": ""https://www.facebook.com/NevadaLandTrust/"", ""instagram"": ""https://www.instagram.com/nevada.land.trust/?hl=en"", ""youtube"": ""https://www.youtube.com/user/nevadalandtrust""}"	Drupal	Google Analytics/Tag Manager	https://www.facebook.com/NevadaLandTrust/	https://www.instagram.com/nevada.land.trust/?hl=en	https://www.youtube.com/user/nevadalandtrust	
New Hampshire	Ammonoosuc Conservation Trust	https://www.aconservationtrust.org	FetchError:ERROR: Cannot connect to host www.aconservationtrust.org:443 ssl:default [Connect call failed ('74.220.199.6', 443)]															
New Hampshire	Ausbon Sargent Land Preservation Trust	https://ausbonsargent.org/	200	Navigating Forever | Ausbon Sargent Land Preservation Trust	navigating forever Helping to Preserve the Rural Landscape of the Mt. Kearsarge/Ragged/Lake Sunapee Region Land Conservation To increase the amount of conse ...		About Us|Board & Staff|Mission, Vision & Values|Our History|Business Members & Sponsorships|Employment Opportunities|Volunteer|What We Do|Land Protection|Land Criteria	https://ausbonsargent.org/donate/	https://ausbonsargent.org/volunteer-at-ausbon-sargent/	https://ausbonsargent.org/land-protection/	No	{}	WordPress	Google Analytics/Tag Manager				
New Hampshire	Bear-Paw Regional Greenways	https://www.bear-paw.org/	200	Bear Paw			About Us|About Us|Board & Staff|Bear-Paw at Work|Land Conservation|Land Conservation|Testimonials|Conservation FAQs|Landowner Resources|Get Outside!	https://www.bear-paw.org/donate	https://www.bear-paw.org/volunteer-with-us	https://www.bear-paw.org/landowner-resources	No	"{""instagram"": ""https://www.instagram.com/bearpawregionalgreenways/"", ""facebook"": ""https://www.facebook.com/BearPawRegionalGreenways"", ""linkedin"": ""http://www.linkedin.com/in/bear-paw-regional-greenways""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/BearPawRegionalGreenways	https://www.instagram.com/bearpawregionalgreenways/		http://www.linkedin.com/in/bear-paw-regional-greenways
New Hampshire	Five Rivers Conservation Trust	https://5rct.org	200	Five Rivers Conservation Trust - Local Land Trust Greater Capital Region New Hampshire	5RCT - Local Land Trust for the Greater Capital Region New Hampshire. Conserving, caring for, and enjoying special places where five rivers converge.	A LEGACY FOR FUTURE GENERATIONS	Home|Who We Are|Our Story|Our Rivers and Towns|Our Board of Trustees|Five Rivers Staff|Our Supporters|Accredited Land Trust|Bylaws|Our Work	https://5rct.org/make-a-donation/		https://5rct.org/conserving-your-land/five-rivers-land-protection-policy/	No	"{""facebook"": ""https://www.facebook.com/FiveRiversNH/"", ""instagram"": ""https://www.instagram.com/five.rivers.nh/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/FiveRiversNH/	https://www.instagram.com/five.rivers.nh/		
New Hampshire	Lakes Region Conservation Trust	https://lrct.org	200	Home - Lakes Region Conservation Trust	The Lakes Region Conservation Trust works to conserve the natural heritage of New Hampshire’s Lakes Region for generations to come.	Conserving the Natural Heritage of New Hampshire’s Lakes Region for Generations to Come	About|Staff / Board of Trustees|Employment|Visit LRCT Headquarters|Explore|Properties|Outdoor Activities & Policies|Hiker Achievement Patch Program|Explorer Patch Program|Opportunities for Schools, Camps, and Other Groups	https://lrct.org/support/donate/	https://lrct.org/events/?_event_types=volunteer	https://lrct.org/our-work/conserve-your-lands	Yes	"{""facebook"": ""https://www.facebook.com/lakesregionconservationtrust/"", ""instagram"": ""https://www.instagram.com/lakesregionconservationtrust/"", ""youtube"": ""https://www.youtube.com/channel/UCYCLUchIJd3KklSQwUtfZbw""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/lakesregionconservationtrust/	https://www.instagram.com/lakesregionconservationtrust/	https://www.youtube.com/channel/UCYCLUchIJd3KklSQwUtfZbw	
